rowID,userName,currentLevel,crashCount,stepCount,timeElapsed,startTime,endTime,dateTimeStamp
1, 9984DA33-4B0C-5D1B-8E42-C2691DD06216 ,11,0,18,9.076, 06/22/2016 12:41:40 , 06/22/2016 12:41:49 ,2016-06-22 17:17:22
2, 9984DA33-4B0C-5D1B-8E42-C2691DD06216 ,11,0,18,9.076, 06/22/2016 12:41:40 , 06/22/2016 12:41:49 ,2016-06-22 17:17:39
